Speaker,Headline,Summary,Author,News Source,Published,Tags,URL,YearMonth,Month,Week,Full_Text,Clean_Text,Text_Length,Dominant_Topic,Dominant_Topic_Label,Topic_Confidence,Topic_0_Weight,Topic_1_Weight,Topic_2_Weight,Topic_3_Weight,Topic_4_Weight,Topic_5_Weight,Topic_6_Weight
Modi,Two Odisha achievers find mention in PM Modi's 'Mann Ki Baat'; CM Majhi expresses gratitude - The Hans India,Two Odisha achievers find mention in PM Modi's 'Mann Ki Baat'; CM Majhi expresses gratitude The Hans India,,The Hans India,2026-03-29 11:08:00,,https://news.google.com/rss/articles/CBMi1AFBVV95cUxOOU0xU0ptaFllRE5rNjV3SmRjSGhrWDdlaEQ4aHhrSFFNaTBjNzZZWFVtdldBejBheVh4ZnNsa2IzUzJhMTBSazdRQktwQ0NkbVNjVGRfSmZJdUZBejlJSjhpMUVMMUpVWE13dG1qX0EyNWt3NVlLRnVaMTgydENUc2F4SVl0bllkQlJ0TUJCSmlYS0F3SF9MTExYMWx1WFFXc3llcV9NUkVnX3lGTUF0enNMcWR0SHdHblQ1NG9mbDM4ZlE1eW4xMEphUXNKc3pNZjRvYtIB2gFBVV95cUxPRjkzTXIzSWt2RHV3RXBrallWclBpZGNLRUZ4Qk1QSWZ3OW1QZWs2bzRvS0JzM1JQRjR1T1NMb0xTUkg3dkIxY3ByTlpuWlR3WDIyanhJRnN5d01YbWh5RFYtOFZoY0lqN0tTT01Fb2s1a3hUZC1EZlZ1Q1dWTnRNMGVaMGNEbVI5cFg4N1p6TE5RWFJ2TUdtb3dfV3BQRzZ2U2VpV2VDUFFQbVpfclNTek5ieF9CMWlxcE1RRDEtbklxOXBXTm12U25aZVhvWVVBT1FFbmt3N3NNZw?oc=5,2026-03,March,13,Two Odisha achievers find mention in PM Modi's 'Mann Ki Baat'; CM Majhi expresses gratitude - The Hans India Two Odisha achievers find mention in PM Modi's 'Mann Ki Baat'; CM Majhi expresses gratitude The Hans India,odisha achiever find mention mann baat majhi express gratitude han odisha achiever find mention mann baat majhi express gratitude han,20,0,Topic 1: baat / mann baat / mann,0.16415926966917252,0.16415926966917252,0.0,0.0,0.11806735123957969,0.0,0.0,0.0
Modi,"PM Modi addresses 132nd episode of Mann ki Baat, urges Indians to remain united and vigilant amid the crisis in West Asia - opindia.com","PM Modi addresses 132nd episode of Mann ki Baat, urges Indians to remain united and vigilant amid the crisis in West Asia opindia.com",,opindia.com,2026-03-29 10:57:00,,https://news.google.com/rss/articles/CBMilAFBVV95cUxQcjIzblhrVHJiMGhDR3VELUZJU0hmaTBPNjJJbzluUGVGUGowUHpqcHZQRDdqelk3Wi15V3lGUEhDd2EtYVFsRnNCSHBfT0I1cGh0WHJoT0tUSllWcldZbEVjWURYazY1cW9qRjVjdzdqclczaGtFd25EQTRFNkdqYXZPNHZ0QXVScnNad3lXbjkzblFZ?oc=5,2026-03,March,13,"PM Modi addresses 132nd episode of Mann ki Baat, urges Indians to remain united and vigilant amid the crisis in West Asia - opindia.com PM Modi addresses 132nd episode of Mann ki Baat, urges Indians to remain united and vigilant amid the crisis in West Asia opindia.com",address episode mann baat urge indian remain united vigilant amid crisis west asia opindia com address episode mann baat urge indian remain united vigilant amid crisis west asia opindia com,30,2,Topic 3: west / west asia / asia,0.24518822132663853,0.12343800469589383,0.0,0.24518822132663853,0.05899646395221734,0.05860294322387502,0.027945437510717163,0.0
Modi,"‘Honoured, motivated and proud’: Sambalpur fish farmer on PM Modi’s ‘Mann Ki Baat’ praise - The Hans India","‘Honoured, motivated and proud’: Sambalpur fish farmer on PM Modi’s ‘Mann Ki Baat’ praise The Hans India",,The Hans India,2026-03-29 10:50:00,,https://news.google.com/rss/articles/CBMizgFBVV95cUxOVWkxaGpvSkpHMUlaZ3NwR29mRXhwallGcVlUUEFpR2VEVW51MXVhWW5SdGtzQm9zNllCUUJiaUs4RmZ5REhqLUlJb0dWSXdGYUFJMWJaM3RZUlF4ZWFYZjlHWTdFR3hEZHpmUjdtenNZR3oyenlHNGlRY09SSmxmQjZNNFF2ek1NSi1wcWM3ZFZJSXlkZWc2cENYZHNCZDcwUk9TTHRUeXQ1ZlRmck5NRk9XRHNkVjI3TU43MUl5TTRxQkNtTFNMZ1FHOHRfZ9IB0wFBVV95cUxNazJXLWo4WVRTTlNRd1hueGxQRFA2WmFwbUJpQTFXRkNHcFRCblppanZ1cGxfSjJsZFBQQWFna2JJbndJUkZBNDdqNFZTNGFwM19aWjh1RTk1LVFPeWh5RDExQmtJckJOUU0wWjNMTDFTYTBMRUhuUG44VlhkOUktYXNUeFhrLVJoanE3Yl9DV3Y2bEtXRElkX2ZfTVBCY0ZOY2JMSG9HY1ZRU1ZzdTY3WU5wYjBWMEdNZldseDNXTUtSUUlkNjFkQWpqREFZWHZ0c2pZ?oc=5,2026-03,March,13,"‘Honoured, motivated and proud’: Sambalpur fish farmer on PM Modi’s ‘Mann Ki Baat’ praise - The Hans India ‘Honoured, motivated and proud’: Sambalpur fish farmer on PM Modi’s ‘Mann Ki Baat’ praise The Hans India",honoured motivated proud sambalpur fish farmer mann baat praise han honoured motivated proud sambalpur fish farmer mann baat praise han,20,0,Topic 1: baat / mann baat / mann,0.145436048435455,0.145436048435455,0.0,0.0,0.0026364645979726313,0.0,0.0,0.0
Modi,PM shares glimpses of his address in the 132nd Episode of ‘Mann Ki Baat’ - PM India,PM shares glimpses of his address in the 132nd Episode of ‘Mann Ki Baat’ PM India,,PM India,2026-03-29 10:38:00,,https://news.google.com/rss/articles/CBMiygFBVV95cUxNeGZkUklqcW1fSW9vWUtqd012QXpLWmplUkVoVUdnUkFicUV2bnRlQ0xmT0p4X1JIMFJfSkZOOFpSWmxTZFhMNjBoN3ZQZEdDN0JCMmJ5X1NSOWd0VXBJSDBIXzdTeEx6b1JGX0djZzlBZXRNRXdxWUFFY1JLN0xGaHcwdEZ1cEF4b1dHU2lJS3JMTHNqNEpXRHBkN3pDajJ1a1FzX1dGWWtZN1JzQTNzMWcySHI0ajRnbFM5anlGVWtWZWhMZ1VUQ0JR?oc=5,2026-03,March,13,PM shares glimpses of his address in the 132nd Episode of ‘Mann Ki Baat’ - PM India PM shares glimpses of his address in the 132nd Episode of ‘Mann Ki Baat’ PM India,share glimpse address episode mann baat share glimpse address episode mann baat,12,0,Topic 1: baat / mann baat / mann,0.14148616965502872,0.14148616965502872,0.0,0.0,0.0,0.09920210047760301,0.0,0.0
Modi,"Mann Ki Baat: West Asia crisis, J-K’s Ranji win, and health advice in Modi’s address - The Federal","Mann Ki Baat: West Asia crisis, J-K’s Ranji win, and health advice in Modi’s address The Federal",,The Federal,2026-03-29 10:33:00,,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQeC0tQUMwd1hxYURlcFlMNmh4QlRXVXVUQUVQQkhRWTBMdDlGSThNYTN2YmIyd2tJbXdkeFptOEdlYUhqbV8zSXhmQ2FGOWZqZTB4OGFvZnBhNXVjTEowVUZFSUd6OW9ZdGt6clBHZmpNUEd5bHpoVWVrWFhLZmNJUEdyN2pQVUdnZkxyWTlWenFTUEp3elJBZDN5OXR4WW9hcEsxclExVGlnZW5uVHZoRm1Cc2RuMFFEakpHSzFaSDE?oc=5,2026-03,March,13,"Mann Ki Baat: West Asia crisis, J-K’s Ranji win, and health advice in Modi’s address - The Federal Mann Ki Baat: West Asia crisis, J-K’s Ranji win, and health advice in Modi’s address The Federal",mann baat west asia crisis ranji win health advice address federal mann baat west asia crisis ranji win health advice address federal,22,2,Topic 3: west / west asia / asia,0.27552121340621044,0.1211737155270862,0.0,0.27552121340621044,0.0,0.05183434813260463,0.0,0.0
Modi,Modi says ‘deeply grateful’ to Gulf countries for providing support to 10 million Indians during West Asia conflict - Mint,Modi says ‘deeply grateful’ to Gulf countries for providing support to 10 million Indians during West Asia conflict Mint,,Mint,2026-03-29 10:33:00,,https://news.google.com/rss/articles/CBMi9AFBVV95cUxNaXFidDBySlVWNEJFSVNtUVh3MGxNNURCZ2pfZ1pNT2Z0R2Q4Vm9HaWRNOFNxRU1lM1N3Ykd1bVFpRGlCaThTQnEtLWx3YzYxNHRWTmlvOVd1ckNSLTd0SWVEcERVbkZacTJES0lQOWtHRURKaU9mYmwwbFJwT3VNeFlWd0pIVFhUdDZGZXAzdEhQS1Q0N1dxellSMGpSc2VwdTZTV3djZm9GRUNoUmdfSnVZSk1id3ZuVGRpeDFRUld5a1RCcFQxZ1JfM1Z4WEdYd1dqSng2SjhGcGVNVHJtUWUyREhQREhNTndrVGJfeHlTTWhL0gH6AUFVX3lxTFA3NG1kaHVVYVRXSVc4ZS1WUmhwYkY0a2dmOFVnbFBjVmJDdWdhdjRMRHhEWDhqbDVMWThvOUJwR3kzQkVLcXNyN1NMcDNaY05yS01md0JpTkc0ZzNZQllacUU4YlEzT1Z2UWZFTXkwWXJORk15VlcwWjQ5MjJpNzRhV18tQllTQXBsTHVZX0NyVFREc21fVEE0NE15NTFYcFUzc1VyVzJiNnVzTkZ4aUFwWWJUamRmMEtUZ0JHTWFFWkYteVR5VVBKYzR1V0FoZ0FQMS1VekFzdnRLZ3R3eFpidDBrbUM4Z19vQlJsTElNMkFxSHpVd3RXVWc?oc=5,2026-03,March,13,Modi says ‘deeply grateful’ to Gulf countries for providing support to 10 million Indians during West Asia conflict - Mint Modi says ‘deeply grateful’ to Gulf countries for providing support to 10 million Indians during West Asia conflict Mint,deeply grateful gulf country providing support million indian west asia conflict mint deeply grateful gulf country providing support million indian west asia conflict mint,24,2,Topic 3: west / west asia / asia,0.30968593542812595,0.0,0.0,0.30968593542812595,0.08454844487880937,0.0,0.0,0.0
Modi,"Assembly Elections LIVE: PM targets LDF, UDF in Kerala, says BJP will transform State with ‘Modi guarantees’","Prime Minister Narendra Modi, in a rally in Kerala's Palakkad, said the BJP will transform Kerala into a developed State, and the State will move forward on the strength of Modi's guarantees.",,The Hindu,2026-03-29 10:23:00,"assembly elections LIVE 2026,tamil nadu assembly elections 2026,kerala assembly elections 2026,west bengal elections 2026,Assam Assembly Election 2026",https://www.thehindu.com/elections/assembly-elections-2026-live-march-29-2026-kerala-pondicherry-tamil-nadu-assam-west-bengal-pm-modi/article70798700.ece,2026-03,March,13,"Assembly Elections LIVE: PM targets LDF, UDF in Kerala, says BJP will transform State with ‘Modi guarantees’ Prime Minister Narendra Modi, in a rally in Kerala's Palakkad, said the BJP will transform Kerala into a developed State, and the State will move forward on the strength of Modi's guarantees.",assembly election live target ldf udf kerala transform guarantee rally kerala palakkad transform kerala developed move forward strength guarantee,19,4,Topic 5: address / march / assam,0.07256652536996605,0.00016599085512680203,0.0,0.002968190157654433,0.006012582518753744,0.07256652536996605,0.05681531151178737,0.022157634818810806
Modi,"PM speaks on solar scheme, water conservation in 'Mann Ki Baat' - News Arena India","PM speaks on solar scheme, water conservation in 'Mann Ki Baat' News Arena India",,News Arena India,2026-03-29 10:18:00,,https://news.google.com/rss/articles/CBMiogFBVV95cUxQcGt0a3N0ZzBpU2ZPUmpQMzZFNDgyYUtsRXE3Y2FRQmtOUjlPRjRoNHlGWXRfSVM1dnNPbWNfaThoYzJTekxKZl95NFlNeG85bmZjMTRLNnRZSFNQUlBDWVNic2xBWXN2eEtoYXBrOHlIZl84ZWxYd1F2SWRTV1ItLW9JNHJkaFMtbzhjSjRzSkpGbVZMLWxiOVBLSno3bGl0M2c?oc=5,2026-03,March,13,"PM speaks on solar scheme, water conservation in 'Mann Ki Baat' - News Arena India PM speaks on solar scheme, water conservation in 'Mann Ki Baat' News Arena India",speaks solar scheme water conservation mann baat arena speaks solar scheme water conservation mann baat arena,16,0,Topic 1: baat / mann baat / mann,0.14066285603959364,0.14066285603959364,0.0,0.0,0.0,0.0,0.0,0.0
Modi,"Both LDF, UDF admitted BJP is A-team in Assembly polls: PM Modi in Palakkad - The New Indian Express","Both LDF, UDF admitted BJP is A-team in Assembly polls: PM Modi in Palakkad The New Indian Express",,The New Indian Express,2026-03-29 10:17:00,,https://news.google.com/rss/articles/CBMizAFBVV95cUxQUTc5bGE5bk5MNV8wVS14N05VVHJKQ3NRTkM4YTV2OW9RaG9OYjlSY0dqOEUzWF9NNzQ0c2JxcWk4UTVWbnRVQzNXQ2NCdDVxOVpTWUFWYzhVZDlHRlM2OXFWREdraGVrOUJuNXRUQXBtMnJSV0xSdDFDSTJEcW95emZGLUl5X3c2LXltLUdLcl92bnVqODVlQWxNdGprOTY5M2RKeUhKSkV0UUtTVFExVHNWSlZ3eFVJVXF4MGo2MWZ1VXBtd2R1c2ZpR2zSAdoBQVVfeXFMTlV3LUlPdGljdTR5TXdXNHpyc3A4eGlVQ2Q5WUxva09yTHQwbzBlbUNmZTcybHd6SFh6d21tVExSYzBlVFFRemZhbXI2OFNXdTdFX09HTkx1dGYtRkYwSUQ1S2lLNHlxX2ctcUVUeUk4US1xVXlRUE9Zc2IyQ3h6MUNFSURMMy1EdnRFQVhYdGxUbjhNT1U2RTBQeTd6Sm9aYURNMHh0NkdzOHpkSnNDdVpBVVBES0R2MVVsaS0xMHRoU2JVM2IzNVFhZDh4ZDJZZ1VlUkpTTVBHRmc?oc=5,2026-03,March,13,"Both LDF, UDF admitted BJP is A-team in Assembly polls: PM Modi in Palakkad - The New Indian Express Both LDF, UDF admitted BJP is A-team in Assembly polls: PM Modi in Palakkad The New Indian Express",ldf udf admitted team assembly poll palakkad indian express ldf udf admitted team assembly poll palakkad indian express,18,3,Topic 4: indian / express / indian express,0.3249397414459744,0.0,0.0,0.0,0.3249397414459744,0.04421557909906728,0.0,0.0
Modi,"""India fully prepared to handle any crisis"": PM Modi in latest 'Mann Ki Baat"" address - India Today NE","""India fully prepared to handle any crisis"": PM Modi in latest 'Mann Ki Baat"" address India Today NE",,India Today NE,2026-03-29 10:10:00,,https://news.google.com/rss/articles/CBMi1gFBVV95cUxPSWpyLW9pdWZLZE00b2JaMHFRSlIxZDdOSDQ3YXpJdEdEVlp1QnNuemtBeUJIdFp0UUtyUnR5SUV3Qy1hNVUzcS1JZk5aSmR6aldVVHI5NlhtYUQydF9KQWJOMVhDRkk3RG5Jam5qLXRTTy1hVkFRbkZPRmx2VEtDSHlBQy1vM2ItOW03bDJIX05lbE9vcldGZjdkNmlwRGJ1R3JhZXAtdVU2QTU2MEJJMVV3OEpwYllQazVJY0J6ZTNMbjU3bWJzVDJTQXctaEdNVFR6bUFn0gHbAUFVX3lxTFBrZzVXNnJNTl9LVHdHdUx1RlN3MldJc0tzQ3pETEludG54OEV1NmpPZHJjbVlwaEl3b080VlA1a2RXSV9sTVRPamNkaVo1aFA5V1g3VEQ4M2NHWm42RUh1MjN2dFFfbWQ5bWxUQWg5c0pTUHZjXzJjeGkzcFl6elVJQzl4TVY5aHpxR09aQlpiSXpzM0NSZ0k4SkRvYWNqUXdxX2Ffd1Ffbkw4Wk04SURlcXpPMzlhR2swTU5vYWZYNk4zUmdoNlRmalRUbkxBOXlmLUxHOXVldUhmTQ?oc=5,2026-03,March,13,"""India fully prepared to handle any crisis"": PM Modi in latest 'Mann Ki Baat"" address - India Today NE ""India fully prepared to handle any crisis"": PM Modi in latest 'Mann Ki Baat"" address India Today NE",fully prepared handle crisis mann baat address fully prepared handle crisis mann baat address,14,0,Topic 1: baat / mann baat / mann,0.24834990638455626,0.24834990638455626,0.0,0.05565327541521474,0.0,0.14039588890528237,0.0,0.0
Modi,"""Sugar intake kam karein"": Yuvraj Dua's viral appeal for his 'Modi-Paglu Papa' gets response from PM Modi in Mann Ki Baat - prameyanews.com","""Sugar intake kam karein"": Yuvraj Dua's viral appeal for his 'Modi-Paglu Papa' gets response from PM Modi in Mann Ki Baat prameyanews.com",,prameyanews.com,2026-03-29 10:09:00,,https://news.google.com/rss/articles/CBMi6AFBVV95cUxOeVVvdEhwTW01VWRyOHFVc1hjR2JGUVZyVkhfMEk5LUJyLUV6RHZPX3MxQTFMck1LeDdOaDd3OUw4ekpGOFlXNXljZTdUekQya3F4TjVUY2Z0bHRxTkthcDlueEwzZ0FqS2JMaGp6V2dsNXBURHJHNGstSHpTUnM3VUtPVV9KT0RSN0N4QmNTMWkxX01xXzRFQmQ3cG9zeVRyU0JBd01NWV9tOHdtdVkwdE5fZGF0X3JvNHAzRGVlaWNZdTZUOGJRdlpoN1VjeW5IR05kS0VUTldyUkdkQlg0UlVwUlVmSTBD?oc=5,2026-03,March,13,"""Sugar intake kam karein"": Yuvraj Dua's viral appeal for his 'Modi-Paglu Papa' gets response from PM Modi in Mann Ki Baat - prameyanews.com ""Sugar intake kam karein"": Yuvraj Dua's viral appeal for his 'Modi-Paglu Papa' gets response from PM Modi in Mann Ki Baat prameyanews.com",sugar intake kam karein yuvraj dua viral appeal paglu papa get response mann baat prameyanews com sugar intake kam karein yuvraj dua viral appeal paglu papa get response mann baat prameyanews com,32,0,Topic 1: baat / mann baat / mann,0.10835563517364345,0.10835563517364345,0.0,0.0,0.0,0.0,0.05224763014920704,0.0
